      1      1      MOL    C1    c3      6      1.9080      0.1094   12.0100   -0.2692    1.7000    0.7200
      2      1      MOL    C2    c3      6      1.9080      0.1094   12.0100    0.3990    1.7000    0.7200
      3      1      MOL    O1    os      8      1.6837      0.1700   16.0000   -0.4844    1.5000    0.8500
      4      1      MOL    C3    c3      6      1.9080      0.1094   12.0100    0.3990    1.7000    0.7200
      5      1      MOL    C4    c3      6      1.9080      0.1094   12.0100   -0.2692    1.7000    0.7200
      6      1      MOL    H1    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500
      7      1      MOL    H2    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500
      8      1      MOL    H3    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500
      9      1      MOL    H4    h1      1      1.3870      0.0157    1.0080   -0.0461    1.3000    0.8500
     10      1      MOL    H5    h1      1      1.3870      0.0157    1.0080   -0.0461    1.3000    0.8500
     11      1      MOL    H6    h1      1      1.3870      0.0157    1.0080   -0.0461    1.3000    0.8500
     12      1      MOL    H7    h1      1      1.3870      0.0157    1.0080   -0.0461    1.3000    0.8500
     13      1      MOL    H8    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500
     14      1      MOL    H9    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500
     15      1      MOL   H10    hc      1      1.4870      0.0157    1.0080    0.0682    1.3000    0.8500

