      1      1      MOL    C1    c3      6      1.9080      0.1094   12.0100   -0.1070    1.7000    0.7200
      2      1      MOL    C2    c3      6      1.9080      0.1094   12.0100   -0.2102    1.7000    0.7200
      3      1      MOL    C3     c      6      1.9080      0.0860   12.0100    0.9039    1.7000    0.7200
      4      1      MOL    O1     o      8      1.6612      0.2100   16.0000   -0.6141    1.5000    0.8500
      5      1      MOL    O2    os      8      1.6837      0.1700   16.0000   -0.5117    1.5000    0.8500
      6      1      MOL    C4    c3      6      1.9080      0.1094   12.0100    0.0679    1.7000    0.7200
      7      1      MOL    H1    hc      1      1.4870      0.0157    1.0080    0.0412    1.3000    0.8500
      8      1      MOL    H2    hc      1      1.4870      0.0157    1.0080    0.0412    1.3000    0.8500
      9      1      MOL    H3    hc      1      1.4870      0.0157    1.0080    0.0412    1.3000    0.8500
     10      1      MOL    H4    hc      1      1.4870      0.0157    1.0080    0.0740    1.3000    0.8500
     11      1      MOL    H5    hc      1      1.4870      0.0157    1.0080    0.0740    1.3000    0.8500
     12      1      MOL    H6    h1      1      1.3870      0.0157    1.0080    0.0666    1.3000    0.8500
     13      1      MOL    H7    h1      1      1.3870      0.0157    1.0080    0.0666    1.3000    0.8500
     14      1      MOL    H8    h1      1      1.3870      0.0157    1.0080    0.0666    1.3000    0.8500

